"","hh_id","pobre","pobre_ex","area","labor_def","other_def","rdpc","n_moradores","n_criancas","n_adultos","casal","idade","genero","raca","escolaridade","atividade","aposentadoria","dom_tipo","agua_adeq","esgoto_ad","banheiro","paredes","casa_tipo","densidade","fone_pc","geladeira","maquina_lavar","tv","computador","internet","carro","moto"
"21",2300095830407,"nao pobre","nao pobre ex","urbano",0,977.97067792988,975.932278257703,3,0,3,"casado",83,"homem","preto ou pardo","sem instrucao","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.6,0.666666666666667,"sim","sim","sim","sim","sim","sim","nao"
"22",2300095830507,"nao pobre","nao pobre ex","urbano",0,977.97067792988,575.575510831357,4,2,2,"casado",31,"mulher","preto ou pardo","superior completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.8,1,"sim","sim","sim","sim","sim","sim","nao"
"23",2300095830607,"nao pobre","nao pobre ex","urbano",1018.71643491965,210.150931840278,817.109029554505,3,1,2,"casado",26,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","apartamento","adequada","adequado","sim","adequada","proprio pago",0.6,1,"sim","nao","sim","nao","sim","sim","sim"
"24",2300095830707,"nao pobre","nao pobre ex","urbano",0,1023.07624378828,1023.07624378828,2,0,2,"solteiro",76,"mulher","branco","fundam completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.4,0,"sim","nao","sim","nao","nao","nao","nao"
"25",2300095830807,"pobre","nao pobre ex","urbano",0,0,366.737916571075,5,1,4,"solteiro",19,"homem","preto ou pardo","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",1.25,0.5,"sim","nao","sim","sim","sim","sim","sim"
"26",2300095830907,"pobre","nao pobre ex","urbano",0,261.40725667937,255.617251745837,5,2,3,"casado",35,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",1,0.666666666666667,"sim","nao","sim","nao","sim","nao","nao"
"27",2300095831007,"pobre","nao pobre ex","urbano",0,977.97067792988,325.990225976627,3,1,2,"casado",50,"homem","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.6,1,"sim","sim","sim","nao","sim","sim","nao"
"28",2300095831107,"nao pobre","nao pobre ex","urbano",1016.67900204981,0,508.339501024907,2,1,1,"solteiro",56,"mulher","preto ou pardo","fundam incompleto","ativo ocupado","nao","apartamento","adequada","adequado","sim","adequada","alugado",0.5,1,"sim","nao","sim","nao","sim","nao","nao"
"29",2300095831207,"nao pobre","nao pobre ex","urbano",0,1023.07624378828,1019.87762291905,2,0,2,"casado",60,"mulher","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.4,0.5,"sim","nao","sim","nao","sim","nao","nao"
"30",2300095831407,"pobre","nao pobre ex","urbano",0,0,323.95182630445,3,1,2,"casado",22,"homem","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.75,1,"sim","sim","sim","nao","sim","nao","sim"
"31",2300259670108,"pobre","nao pobre ex","urbano",0,0,332.027578342227,7,3,4,"solteiro",23,"mulher","preto ou pardo","fundam completo","inativo","nao","casa","adequada","adequado","sim","adequada","alugado",1.16666666666667,0.5,"sim","nao","sim","nao","sim","nao","nao"
"32",2300259670208,"pobre","nao pobre ex","urbano",296.563458494494,676.656458419424,317.445843852103,4,0,4,"solteiro",34,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",1,1,"sim","nao","sim","nao","sim","nao","nao"
"33",2300259670308,"nao pobre","nao pobre ex","urbano",0,0,659.029907765543,3,0,3,"casado",44,"mulher","preto ou pardo","superior incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,0.333333333333333,"sim","nao","sim","nao","sim","nao","nao"
"34",2300259670508,"nao pobre","nao pobre ex","urbano",986.567771925018,0,1251.86866935412,3,0,3,"solteiro",27,"mulher","preto ou pardo","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.6,1,"sim","nao","sim","sim","sim","nao","nao"
"35",2300259670608,"pobre","nao pobre ex","urbano",0,0,396.190372970663,4,0,4,"solteiro",64,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.8,0.5,"sim","sim","sim","nao","sim","nao","nao"
"36",2300259670708,"pobre","nao pobre ex","urbano",986.567771925018,0,307.840147022451,9,5,4,"casado",66,"mulher","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",1.8,0.5,"sim","sim","sim","nao","sim","nao","nao"
"37",2300259670808,"nao pobre","nao pobre ex","urbano",986.567771925018,0,789.847344457004,2,0,2,"casado",40,"homem","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.5,1,"sim","sim","sim","nao","sim","nao","nao"
"38",2300259670908,"pobre","nao pobre ex","urbano",0,343.793149211631,387.239430303352,4,1,3,"solteiro",49,"mulher","preto ou pardo","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",1.33333333333333,0.333333333333333,"sim","nao","sim","nao","sim","nao","nao"
"39",2300259671108,"nao pobre","nao pobre ex","urbano",988.544861648315,991.634574893664,660.059812180659,3,2,1,"solteiro",36,"mulher","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,1,"sim","sim","sim","nao","nao","nao","nao"
"40",2300259671208,"nao pobre","nao pobre ex","urbano",986.567771925018,0,575.662624433202,6,1,5,"casado",52,"mulher","preto ou pardo","fundam completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",1.2,0.6,"sim","sim","sim","sim","sim","sim","nao"
"41",2300259671308,"pobre","nao pobre ex","urbano",0,0,395.417944659326,3,1,2,"solteiro",24,"mulher","preto ou pardo","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","alugado",0.6,1,"sim","nao","sim","nao","sim","nao","nao"
"42",2300259671408,"pobre","nao pobre ex","urbano",0,0,246.641942981255,4,1,3,"solteiro",55,"mulher","preto ou pardo","medio incompleto","ativo desocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,1.33333333333333,"sim","nao","sim","sim","sim","nao","nao"
"43",2300288220107,"nao pobre","nao pobre ex","urbano",3565.50752221879,0,3310.82841348887,2,0,2,"casado",35,"homem","branco","superior completo","ativo ocupado","nao","apartamento","adequada","adequado","sim","adequada","proprio pago",0.4,1,"nao","sim","sim","sim","sim","sim","nao"
"44",2300288220307,"nao pobre","nao pobre ex","urbano",0,1023.07624378828,580.734160426915,4,0,4,"casado",66,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,0.25,"sim","nao","sim","nao","nao","nao","nao"
"45",2300288220507,"nao pobre","nao pobre ex","urbano",0,3075.37949034554,2111.75736069614,3,0,3,"casado",57,"homem","preto ou pardo","medio completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.5,0.666666666666667,"nao","sim","sim","nao","sim","sim","sim"
"46",2300288220607,"nao pobre","nao pobre ex","urbano",407.486573967861,0,814.973147935723,2,0,2,"solteiro",59,"mulher","branco","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,1,"nao","nao","sim","nao","sim","nao","nao"
"47",2300288220707,"nao pobre","nao pobre ex","urbano",2852.40601777503,0,1156.46750579898,4,0,4,"casado",39,"homem","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,0.75,"sim","sim","sim","sim","sim","nao","nao"
"48",2300288220807,"pobre","pobre ex","urbano",0,0,0,1,0,1,"solteiro",58,"mulher","branco","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","alugado",0.5,1,"nao","nao","sim","nao","nao","nao","nao"
"49",2300288220907,"pobre","nao pobre ex","urbano",152.807465237948,0,220.721894232591,3,0,3,"casado",48,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,0.666666666666667,"sim","nao","sim","sim","sim","nao","nao"
"50",2300288221007,"nao pobre","nao pobre ex","urbano",0,0,509.358217459827,3,0,3,"solteiro",64,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.6,1,"sim","sim","sim","sim","sim","nao","nao"
"51",2300288221107,"nao pobre","nao pobre ex","urbano",1018.71643491965,123.015179613821,570.865807266737,2,0,2,"solteiro",43,"mulher","branco","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.666666666666667,1,"nao","nao","sim","nao","sim","nao","nao"
"52",2300288221207,"nao pobre","nao pobre ex","urbano",3056.14930475896,0,1866.96765306275,3,0,3,"casado",49,"homem","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,1,"nao","nao","sim","nao","sim","nao","nao"
"53",2300288221307,"nao pobre","nao pobre ex","urbano",3056.14930475896,0,2546.79108729913,2,0,2,"casado",50,"homem","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",0.4,1,"sim","nao","sim","nao","sim","nao","sim"
"54",2300303000208,"nao pobre","nao pobre ex","urbano",0,2980.86545559217,1490.43272779609,2,0,2,"solteiro",68,"mulher","branco","superior completo","inativo","sim","apartamento","adequada","adequado","sim","adequada","proprio pago",0.222222222222222,1,"nao","sim","sim","sim","sim","sim","nao"
"55",2300303000308,"pobre","nao pobre ex","urbano",0,596.173091118435,322.038623568064,4,2,2,"casado",48,"homem","preto ou pardo","medio completo","ativo desocupado","nao","apartamento","adequada","adequado","sim","adequada","alugado",0.5,1,"nao","sim","sim","nao","sim","sim","nao"
"56",2300303000408,"nao pobre","nao pobre ex","urbano",0,5464.92000191899,2974.94233922936,3,0,3,"solteiro",70,"mulher","branco","superior completo","inativo","sim","apartamento","adequada","adequado","sim","adequada","proprio nao pago",0.333333333333333,1,"nao","sim","sim","sim","sim","sim","nao"
"57",2300303000508,"nao pobre","nao pobre ex","urbano",0,0,2649.6581827486,3,0,3,"casado",64,"mulher","preto ou pardo","medio incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.272727272727273,1,"nao","sim","sim","sim","sim","sim","nao"
"58",2300303000608,"nao pobre","nao pobre ex","urbano",14828.1729247247,1112.85643675441,5048.09176012173,5,2,3,"casado",42,"mulher","branco","superior completo","ativo ocupado","nao","apartamento","adequada","adequado","sim","adequada","alugado",0.625,1.33333333333333,"nao","sim","sim","sim","sim","sim","sim"
"59",2300303000708,"nao pobre","nao pobre ex","urbano",0,0,494.272430824157,3,1,2,"casado",31,"mulher","branco","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.75,1,"sim","sim","sim","nao","sim","nao","nao"
"60",2300303000808,"nao pobre","nao pobre ex","urbano",0,15897.9490964916,7948.9745482458,2,0,2,"casado",63,"homem","branco","superior completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.166666666666667,1,"nao","sim","sim","sim","sim","sim","nao"
"61",2300303000908,"nao pobre","nao pobre ex","urbano",0,9936.21818530725,6756.62836600893,2,0,2,"casado",71,"homem","preto ou pardo","superior completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.166666666666667,1,"nao","sim","sim","sim","sim","sim","nao"
"62",2300303001008,"nao pobre","nao pobre ex","urbano",4448.45187741742,0,2598.71076754119,4,0,4,"casado",51,"mulher","preto ou pardo","superior completo","ativo ocupado","nao","apartamento","adequada","adequado","sim","adequada","proprio pago",0.444444444444444,1,"sim","sim","sim","sim","sim","sim","nao"
"63",2300303001108,"nao pobre","nao pobre ex","urbano",0,8644.50982121731,8644.50982121731,1,0,1,"solteiro",44,"mulher","branco","superior completo","inativo","sim","apartamento","adequada","adequado","sim","adequada","proprio pago",0.1,1,"nao","sim","sim","sim","sim","sim","nao"
"64",2300303001208,"nao pobre","nao pobre ex","urbano",1878.2352371318,0,3437.7318726691,4,0,4,"solteiro",33,"mulher","preto ou pardo","superior completo","ativo ocupado","nao","apartamento","adequada","adequado","sim","adequada","alugado",0.4,1,"sim","sim","sim","sim","sim","sim","nao"
"65",2300303001308,"nao pobre","nao pobre ex","urbano",19770.8972329663,0,4942.72430824157,4,0,4,"casado",56,"homem","preto ou pardo","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.19047619047619,1,"nao","sim","sim","sim","sim","sim","nao"
"66",2300327340208,"nao pobre","nao pobre ex","urbano",1492.75319296187,0,2156.19905650048,3,0,3,"casado",50,"homem","branco","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.3,1,"sim","sim","sim","sim","sim","sim","nao"
"67",2300327340308,"nao pobre","nao pobre ex","urbano",0,3185.62790467992,3185.62790467992,1,0,1,"solteiro",30,"homem","preto ou pardo","superior completo","inativo","nao","apartamento","adequada","adequado","sim","adequada","alugado",0.333333333333333,1,"sim","nao","sim","sim","sim","nao","nao"
"68",2300327340508,"nao pobre","nao pobre ex","urbano",796.13503624633,993.51770277205,1392.41076716315,2,0,2,"casado",68,"homem","preto ou pardo","fundam completo","ativo ocupado","sim","casa","adequada","adequado","sim","adequada","cedido",0.333333333333333,0.5,"sim","sim","sim","nao","sim","nao","sim"
"69",2300327340708,"pobre","nao pobre ex","urbano",0,0,331.172567590683,3,1,2,"solteiro",45,"mulher","branco","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.428571428571429,1,"sim","nao","sim","sim","sim","nao","nao"
"70",2300327341008,"nao pobre","nao pobre ex","urbano",0,5973.05232127485,2986.52616063742,2,0,2,"casado",74,"homem","preto ou pardo","superior completo","inativo","sim","apartamento","adequada","adequado","sim","adequada","alugado",0.5,1,"sim","sim","sim","nao","sim","nao","nao"
"71",2300327341108,"nao pobre","nao pobre ex","urbano",6966.18156715539,0,2736.71418709676,4,2,3,"casado",45,"homem","preto ou pardo","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,0.666666666666667,"sim","sim","sim","nao","sim","sim","nao"
"72",2300327341208,"nao pobre","nao pobre ex","urbano",0,993.51770277205,993.404621087132,3,0,3,"solteiro",83,"mulher","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.6,0.666666666666667,"sim","sim","sim","sim","sim","nao","nao"
"73",2300327341308,"nao pobre","nao pobre ex","urbano",895.651915777121,0,464.080381545257,6,2,4,"casado",53,"mulher","preto ou pardo","medio incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.666666666666667,0.75,"sim","sim","sim","nao","sim","sim","nao"
"74",2300356690107,"nao pobre","nao pobre ex","urbano",299.422106850312,1000.65661358027,1531.240631928,6,0,6,"casado",67,"mulher","preto ou pardo","fundam incompleto","ativo ocupado","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.75,1,"nao","sim","sim","sim","sim","nao","sim"
"75",2300356690207,"pobre","nao pobre ex","urbano",299.422106850312,173.460515179746,367.240041038024,4,2,2,"casado",31,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",0.571428571428571,1,"sim","sim","sim","nao","sim","nao","sim"
"76",2300356690307,"nao pobre","nao pobre ex","urbano",0,130.346051869173,442.678159756807,3,1,3,"casado",55,"mulher","preto ou pardo","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,1,"sim","sim","sim","nao","sim","nao","nao"
"77",2300356690407,"pobre","nao pobre ex","urbano",1197.68842740125,0,399.229475800416,3,2,1,"solteiro",32,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",1,2,"sim","sim","sim","nao","sim","nao","nao"
"78",2300356690507,"nao pobre","nao pobre ex","urbano",0,0,500.328306790135,2,0,2,"solteiro",51,"homem","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.333333333333333,1,"sim","sim","sim","nao","sim","nao","nao"
"79",2300356690607,"pobre","nao pobre ex","urbano",0,171.455191304836,194.588788904479,6,4,2,"casado",29,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","alugado",1,0.5,"sim","nao","sim","nao","nao","nao","nao"
"80",2300356690707,"pobre","pobre ex","urbano",0,0,130.19524565755,4,2,3,"casado",34,"homem","preto ou pardo","fundam completo","inativo","nao","casa","adequada","adequado","sim","adequada","alugado",0.666666666666667,0.666666666666667,"sim","sim","sim","nao","sim","nao","sim"
"81",2300356690807,"nao pobre","nao pobre ex","urbano",1197.68842740125,0,765.189828617464,3,1,2,"casado",29,"mulher","preto ou pardo","superior incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",0.6,1,"sim","sim","sim","sim","sim","nao","sim"
"82",2300356690907,"nao pobre","nao pobre ex","urbano",1197.68842740125,0,598.844213700624,2,0,2,"casado",18,"homem","preto ou pardo","medio incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.5,0.5,"sim","nao","sim","nao","sim","nao","nao"
"83",2300356691007,"nao pobre","nao pobre ex","urbano",299.422106850312,0,765.385420850873,3,0,3,"casado",53,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",0.75,1,"sim","sim","sim","sim","sim","nao","sim"
"84",2300356691107,"nao pobre","nao pobre ex","urbano",1996.14737900208,0,499.03684475052,4,2,2,"casado",35,"homem","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.8,1,"sim","sim","sim","sim","sim","nao","nao"
"85",2300356691207,"nao pobre","nao pobre ex","urbano",798.458951600832,0,673.699740413202,6,1,5,"casado",22,"homem","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",2,0.6,"sim","sim","sim","nao","sim","nao","nao"
"86",2300356691307,"nao pobre","nao pobre ex","urbano",499.03684475052,0,499.03684475052,2,0,2,"casado",24,"mulher","branco","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",0.222222222222222,1,"sim","nao","sim","nao","sim","nao","nao"
"87",2300356691407,"nao pobre","nao pobre ex","urbano",0,601.597162473108,601.597162473108,1,0,1,"solteiro",58,"mulher","preto ou pardo","sem instrucao","ativo desocupado","nao","casa","adequada","adequado","sim","adequada","cedido",0.25,1,"sim","nao","sim","nao","nao","nao","nao"
"88",2300510010108,"nao pobre","nao pobre ex","urbano",0,991.634574893664,991.634574893664,2,0,2,"casado",73,"mulher","preto ou pardo","medio completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.285714285714286,1,"sim","sim","sim","sim","sim","sim","nao"
"89",2300510010208,"nao pobre","nao pobre ex","urbano",0,1490.43272779609,1490.43272779609,1,0,1,"solteiro",88,"mulher","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.166666666666667,0,"sim","sim","sim","nao","nao","nao","nao"
"90",2300510010608,"nao pobre","nao pobre ex","urbano",1581.6717786373,0,626.078412377266,3,0,3,"casado",60,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.333333333333333,0.666666666666667,"sim","nao","sim","nao","sim","nao","nao"
"91",2300510010708,"nao pobre","nao pobre ex","urbano",0,991.634574893664,495.817287446832,2,0,2,"solteiro",78,"homem","preto ou pardo","sem instrucao","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.5,0,"sim","nao","sim","nao","nao","nao","nao"
"92",2300510010808,"nao pobre","nao pobre ex","urbano",1186.25383397798,0,1186.25383397798,1,0,1,"solteiro",61,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.25,1,"sim","sim","sim","nao","sim","nao","nao"
"93",2300510011008,"nao pobre","nao pobre ex","urbano",5614.93481416243,0,1871.64493805414,3,1,2,"solteiro",35,"homem","preto ou pardo","superior completo","ativo ocupado","nao","apartamento","adequada","adequado","sim","adequada","alugado",0.5,1,"sim","nao","sim","nao","sim","sim","nao"
"94",2300510011208,"nao pobre","nao pobre ex","urbano",0,991.634574893664,991.634574893664,2,0,2,"casado",71,"mulher","preto ou pardo","medio completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.333333333333333,0.5,"sim","sim","sim","nao","nao","nao","nao"
"95",2300510011408,"nao pobre","nao pobre ex","urbano",0,991.634574893664,991.634574893664,1,0,1,"solteiro",60,"mulher","preto ou pardo","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.2,0,"sim","nao","sim","nao","sim","nao","nao"
"96",2300533600107,"nao pobre","nao pobre ex","urbano",1222.45972190358,0,448.491633839135,3,1,2,"casado",44,"homem","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.6,0.5,"sim","sim","sim","sim","sim","nao","nao"
"97",2300533600207,"nao pobre","nao pobre ex","urbano",0,0,662.165682697775,5,0,5,"casado",62,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",1,1,"sim","sim","sim","sim","sim","nao","nao"
"98",2300533600307,"nao pobre","nao pobre ex","urbano",2241.17615682324,973.870171942753,1378.31196652607,4,1,3,"casado",71,"homem","branco","fundam incompleto","ativo ocupado","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.571428571428571,1,"sim","sim","sim","sim","sim","nao","nao"
